temps,ACTU,MILIEU,LASER
386.88,36.21,33.55,32.39
387.03,36.21,33.55,32.39
387.18,36.21,33.55,32.30
387.33,36.11,33.64,32.30
387.48,36.21,33.55,32.30
387.63,36.21,33.55,32.39
387.78,36.11,33.55,32.39
387.93,36.21,33.64,32.30
388.08,36.21,33.55,32.30
388.23,36.21,33.55,32.39
388.38,36.21,33.55,32.39
388.53,36.21,33.55,32.30
388.67,36.11,33.55,32.30
388.83,36.21,33.55,32.39
388.98,36.21,33.55,32.39
389.13,36.21,33.64,32.39
389.27,36.21,33.64,32.39
389.43,36.21,33.55,32.30
389.58,36.21,33.55,32.39
389.73,36.21,33.55,32.30
389.88,36.11,33.64,32.39
390.02,36.21,33.64,32.30
390.17,36.21,33.64,32.39
390.33,36.21,33.55,32.39
390.48,36.21,33.64,32.30
390.63,36.21,33.64,32.39
390.77,36.21,33.55,32.39
390.92,36.21,33.64,32.39
391.07,36.21,33.64,32.39
391.23,36.11,33.64,32.39
391.37,36.21,33.64,32.39
391.52,36.21,33.55,32.39
391.67,36.21,33.64,32.39
391.83,36.21,33.64,32.39
391.97,36.21,33.64,32.30
392.12,36.21,33.64,32.39
392.27,36.21,33.64,32.39
392.42,36.21,33.64,32.39
392.57,36.21,33.64,32.39
392.72,36.21,33.64,32.39
392.88,36.21,33.64,32.39
393.02,36.21,33.64,32.39
393.17,36.21,33.64,32.39
393.32,36.31,33.64,32.39
393.47,36.21,33.64,32.39
393.62,36.21,33.64,32.39
393.77,36.31,33.64,32.39
393.92,36.31,33.64,32.39
394.07,36.31,33.64,32.39
394.22,36.31,33.64,32.39
394.37,36.21,33.64,32.39
394.52,36.21,33.64,32.39
394.67,36.31,33.64,32.39
394.82,36.21,33.64,32.39
394.97,36.31,33.64,32.39
395.12,36.21,33.64,32.39
395.27,36.31,33.64,32.39
395.42,36.31,33.64,32.39
395.57,36.21,33.64,32.39
395.72,36.21,33.64,32.39
395.87,36.31,33.64,32.39
396.02,36.31,33.64,32.39
396.17,36.21,33.64,32.39
396.32,36.21,33.64,32.39
396.47,36.21,33.64,32.39
396.62,36.21,33.64,32.39
396.77,36.21,33.64,32.39
396.92,36.21,33.64,32.39
397.07,36.21,33.64,32.39
397.22,36.21,33.64,32.39
397.37,36.21,33.64,32.39
397.52,36.21,33.64,32.39
397.67,36.21,33.64,32.39
397.82,36.21,33.64,32.39
397.97,36.21,33.64,32.39
398.12,36.21,33.55,32.39
398.27,36.21,33.64,32.39
398.42,36.21,33.64,32.39
398.57,36.21,33.55,32.39
398.72,36.21,33.55,32.39
398.87,36.21,33.64,32.49
399.02,36.21,33.64,32.39
399.17,36.21,33.64,32.39
399.32,36.21,33.64,32.39
399.47,36.21,33.55,32.49
399.62,36.21,33.64,32.39
399.77,36.21,33.64,32.39
399.92,36.31,33.64,32.39
400.07,36.21,33.55,32.49
400.22,36.21,33.64,32.39
400.37,36.21,33.64,32.49
400.52,36.21,33.55,32.39
400.67,36.21,33.64,32.49
400.82,36.31,33.64,32.49
400.97,36.21,33.64,32.49
401.12,36.21,33.64,32.39
401.27,36.21,33.64,32.49
401.42,36.21,33.64,32.39
401.57,36.21,33.64,32.39
401.72,36.21,33.64,32.49
401.87,36.31,33.64,32.49
402.02,36.31,33.64,32.49
402.17,36.31,33.64,32.39
402.32,36.21,33.64,32.49
402.47,36.31,33.64,32.39
402.62,36.31,33.64,32.49
402.77,36.31,33.64,32.39
402.92,36.31,33.64,32.39
403.07,36.31,33.64,32.49
403.22,36.31,33.64,32.49
403.37,36.31,33.64,32.39
403.52,36.31,33.64,32.39
403.67,36.31,33.64,32.39
403.82,36.31,33.64,32.39
403.97,36.41,33.64,32.39
404.12,36.31,33.64,32.49
404.27,36.31,33.64,32.49
404.42,36.31,33.64,32.39
404.57,36.31,33.64,32.39
404.72,36.31,33.64,32.39
404.87,36.31,33.64,32.39
405.02,36.31,33.64,32.49
405.17,36.31,33.64,32.39
405.32,36.31,33.64,32.39
405.47,36.31,33.74,32.49
405.62,36.31,33.64,32.49
405.77,36.31,33.64,32.39
405.92,36.31,33.64,32.49
406.07,36.31,33.64,32.49
406.22,36.31,33.64,32.49
406.37,36.31,33.64,32.39
406.52,36.31,33.64,32.49
406.67,36.31,33.64,32.49
406.82,36.31,33.74,32.49
406.97,36.31,33.64,32.49
407.12,36.31,33.64,32.39
407.27,36.31,33.64,32.49
407.42,36.31,33.64,32.49
407.57,36.31,33.64,32.49
407.72,36.31,33.64,32.49
407.87,36.31,33.74,32.49
408.02,36.31,33.64,32.49
408.17,36.31,33.64,32.49
408.32,36.31,33.64,32.49
408.47,36.31,33.64,32.49
408.62,36.31,33.64,32.49
408.77,36.31,33.64,32.49
408.92,36.31,33.64,32.49
409.07,36.31,33.64,32.49
409.22,36.31,33.64,32.58
409.37,36.31,33.64,32.49
409.52,36.31,33.64,32.49
409.67,36.31,33.64,32.49
409.82,36.31,33.64,32.49
409.97,36.31,33.64,32.49
410.12,36.31,33.64,32.49
410.27,36.31,33.64,32.49
410.42,36.31,33.64,32.49
410.57,36.31,33.64,32.49
410.72,36.31,33.64,32.49
410.87,36.31,33.64,32.49
411.02,36.31,33.64,32.49
411.17,36.31,33.64,32.49
411.32,36.41,33.64,32.49
411.47,36.31,33.64,32.49
411.62,36.31,33.64,32.49
411.77,36.31,33.64,32.49
411.92,36.31,33.64,32.49
412.07,36.31,33.64,32.49
412.22,36.31,33.64,32.49
412.37,36.31,33.64,32.49
412.52,36.31,33.64,32.49
412.67,36.31,33.64,32.49
412.82,36.31,33.64,32.58
412.97,36.31,33.64,32.49
413.12,36.31,33.64,32.58
413.27,36.31,33.64,32.58
413.42,36.31,33.64,32.49
413.57,36.31,33.74,32.49
413.72,36.31,33.74,32.49
413.87,36.31,33.64,32.49
414.02,36.31,33.64,32.49
414.17,36.31,33.74,32.49
414.32,36.41,33.64,32.49
414.47,36.31,33.74,32.49
414.62,36.31,33.74,32.49
414.77,36.31,33.74,32.49
414.92,36.31,33.74,32.49
415.07,36.41,33.64,32.49
415.22,36.41,33.64,32.49
415.37,36.31,33.74,32.49
415.52,36.31,33.74,32.58
415.67,36.31,33.74,32.49
415.82,36.31,33.64,32.58
415.97,36.31,33.74,32.49
416.12,36.31,33.74,32.49
416.27,36.31,33.74,32.49
416.42,36.31,33.74,32.49
416.57,36.31,33.64,32.49
416.72,36.31,33.74,32.49
416.87,36.31,33.74,32.49
417.02,36.31,33.74,32.49
417.17,36.31,33.74,32.58
417.32,36.31,33.74,32.49
417.47,36.31,33.74,32.49
417.62,36.31,33.74,32.49
417.77,36.31,33.74,32.58
417.92,36.31,33.64,32.49
418.07,36.31,33.74,32.49
418.22,36.31,33.64,32.49
418.37,36.31,33.74,32.58
418.52,36.31,33.74,32.58
418.67,36.31,33.74,32.58
418.82,36.31,33.74,32.49
418.97,36.31,33.74,32.58
419.12,36.31,33.74,32.58
419.27,36.31,33.74,32.49
419.42,36.21,33.74,32.49
419.57,36.31,33.74,32.49
419.72,36.31,33.74,32.58
419.86,36.31,33.74,32.49
420.02,36.31,33.74,32.58
420.17,36.31,33.74,32.58
420.32,36.31,33.74,32.49
420.47,36.31,33.74,32.58
420.62,36.31,33.74,32.58
420.77,36.31,33.84,32.58
420.92,36.31,33.74,32.49
421.07,36.31,33.74,32.58
421.22,36.31,33.74,32.58
421.36,36.31,33.74,32.58
421.52,36.31,33.74,32.49
421.67,36.31,33.74,32.58
421.82,36.31,33.74,32.58
421.96,36.31,33.74,32.58
422.11,36.31,33.74,32.58
422.26,36.31,33.74,32.58
422.42,36.31,33.74,32.58
422.56,36.31,33.74,32.49
422.72,36.31,33.74,32.58
422.86,36.31,33.74,32.58
423.02,36.31,33.84,32.58
423.16,36.31,33.74,32.49
423.31,36.31,33.74,32.58
423.46,36.31,33.74,32.58
423.61,36.31,33.74,32.58
423.76,36.31,33.74,32.58
423.91,36.31,33.74,32.58
424.07,36.31,33.74,32.58
424.21,36.31,33.74,32.58
424.36,36.31,33.74,32.58
424.51,36.31,33.74,32.58
424.66,36.31,33.74,32.58
424.81,36.31,33.74,32.58
424.96,36.31,33.74,32.58
425.11,36.31,33.74,32.58
425.26,36.31,33.74,32.58
425.41,36.21,33.74,32.58
425.56,36.31,33.74,32.58
425.71,36.31,33.74,32.58
425.86,36.31,33.74,32.58
426.01,36.31,33.74,32.58
426.16,36.21,33.74,32.58
426.31,36.31,33.74,32.58
426.46,36.21,33.74,32.58
426.61,36.31,33.74,32.58
426.76,36.31,33.74,32.58
426.91,36.21,33.74,32.58
427.06,36.21,33.74,32.58
427.21,36.21,33.74,32.58
427.36,36.21,33.74,32.58
427.51,36.21,33.74,32.49
427.66,36.31,33.74,32.58
427.81,36.31,33.74,32.58
427.96,36.21,33.74,32.49
428.11,36.21,33.74,32.58
428.26,36.31,33.74,32.49
428.41,36.21,33.74,32.58
428.56,36.31,33.74,32.58
428.71,36.31,33.74,32.58
428.86,36.21,33.64,32.58
429.01,36.21,33.74,32.58
429.16,36.21,33.74,32.58
429.31,36.21,33.74,32.58
429.46,36.21,33.74,32.58
429.61,36.21,33.74,32.58
429.76,36.21,33.74,32.58
429.91,36.21,33.74,32.68
430.06,36.21,33.74,32.58
430.21,36.21,33.74,32.68
430.36,36.21,33.74,32.58
430.51,36.21,33.74,32.68
430.66,36.21,33.74,32.58
430.81,36.21,33.74,32.58
430.96,36.21,33.74,32.58
431.11,36.21,33.74,32.58
431.26,36.21,33.74,32.58
431.41,36.21,33.74,32.58
431.56,36.21,33.74,32.58
431.71,36.21,33.84,32.58
431.86,36.21,33.84,32.58
432.01,36.21,33.74,32.58
432.16,36.31,33.84,32.58
432.31,36.31,33.74,32.58
432.46,36.21,33.74,32.58
432.61,36.31,33.84,32.58
432.76,36.31,33.74,32.58
432.91,36.31,33.84,32.58
433.06,36.31,33.74,32.58
433.21,36.31,33.84,32.58
433.36,36.31,33.84,32.58
433.51,36.31,33.84,32.58
433.66,36.31,33.74,32.58
433.81,36.31,33.84,32.58
433.96,36.31,33.84,32.68
434.11,36.41,33.84,32.58
434.26,36.41,33.84,32.68
434.41,36.31,33.84,32.58
434.56,36.31,33.84,32.58
434.71,36.31,33.84,32.58
434.86,36.41,33.84,32.68
435.01,36.41,33.84,32.68
435.16,36.41,33.84,32.68
435.31,36.41,33.84,32.58
435.46,36.41,33.84,32.58
435.61,36.41,33.84,32.58
435.76,36.41,33.84,32.58
435.91,36.41,33.93,32.58
436.06,36.41,33.84,32.58
436.21,36.41,33.84,32.58
436.36,36.41,33.84,32.58
436.51,36.41,33.93,32.58
436.66,36.41,33.84,32.58
436.81,36.41,33.84,32.58
436.96,36.41,33.84,32.58
437.11,36.41,33.84,32.58
437.26,36.41,33.84,32.58
437.41,36.41,33.84,32.58
437.56,36.41,33.84,32.58
437.71,36.31,33.93,32.58
437.86,36.41,33.93,32.58
438.01,36.41,33.93,32.58
438.16,36.41,33.84,32.58
438.31,36.41,33.84,32.58
438.46,36.41,33.93,32.58
438.61,36.41,33.84,32.58
438.76,36.41,33.84,32.58
438.91,36.41,33.84,32.68
439.06,36.41,33.93,32.58
439.21,36.41,33.84,32.58
439.36,36.41,33.84,32.58
439.51,36.41,33.84,32.68
439.66,36.41,33.84,32.58
439.81,36.41,33.84,32.68
439.96,36.41,33.84,32.58
440.11,36.41,33.84,32.68
440.26,36.41,33.84,32.58
440.41,36.41,33.84,32.58
440.56,36.41,33.84,32.58
440.71,36.41,33.93,32.68
440.86,36.41,33.84,32.68
441.01,36.41,33.93,32.58
441.16,36.41,33.93,32.58
441.31,36.41,33.84,32.58
441.46,36.41,33.84,32.58
441.61,36.41,33.93,32.68
441.76,36.41,33.93,32.68
441.91,36.51,33.93,32.58
442.06,36.51,33.93,32.68
442.21,36.41,33.84,32.58
442.36,36.41,33.93,32.58
442.51,36.41,33.93,32.68
442.66,36.51,33.93,32.58
442.81,36.51,33.84,32.58
442.96,36.41,33.93,32.58
443.11,36.41,33.93,32.58
443.26,36.51,33.93,32.58
443.41,36.41,33.84,32.68
443.56,36.41,33.93,32.68
443.71,36.41,33.93,32.68
443.86,36.51,33.93,32.58
444.01,36.51,33.93,32.58
444.16,36.51,33.84,32.58
444.31,36.51,33.84,32.58
444.46,36.51,33.93,32.58
444.61,36.51,33.84,32.58
444.76,36.51,33.84,32.58
444.91,36.51,33.93,32.58
445.06,36.51,33.93,32.58
445.21,36.51,33.93,32.58
445.36,36.51,33.93,32.58
445.51,36.51,33.93,32.58
445.66,36.51,33.93,32.58
445.81,36.61,33.93,32.58
445.96,36.51,33.93,32.58
446.11,36.51,33.93,32.58
446.26,36.61,33.93,32.58
446.41,36.51,33.93,32.58
446.56,36.51,33.93,32.58
446.71,36.61,33.93,32.58
446.86,36.51,33.93,32.58
447.01,36.61,33.93,32.58
447.16,36.61,33.93,32.58
447.31,36.61,33.93,32.58
447.46,36.61,33.93,32.58
447.61,36.61,33.93,32.49
447.76,36.61,33.93,32.49
447.91,36.61,33.93,32.58
448.06,36.71,33.93,32.58
448.21,36.61,33.93,32.58
448.36,36.61,33.93,32.58
448.51,36.61,33.93,32.58
448.66,36.61,33.93,32.58
448.81,36.61,33.93,32.58
448.96,36.61,33.93,32.49
449.11,36.61,33.93,32.49
449.26,36.61,33.93,32.58
449.41,36.61,33.93,32.58
449.56,36.61,34.03,32.58
449.70,36.61,33.93,32.58
449.86,36.61,33.93,32.49
450.01,36.61,33.93,32.58
450.16,36.61,33.93,32.58
450.31,36.61,33.93,32.58
450.46,36.61,34.03,32.49
450.61,36.71,33.93,32.58
450.76,36.61,33.93,32.58
450.91,36.61,33.93,32.58
451.05,36.61,34.03,32.58
451.21,36.61,33.93,32.58
451.36,36.71,33.93,32.58
451.51,36.61,34.03,32.58
451.66,36.71,34.03,32.58
451.81,36.71,34.03,32.58
451.95,36.61,33.93,32.49
452.11,36.61,33.93,32.58
452.26,36.61,34.03,32.58
452.41,36.71,34.03,32.58
452.55,36.61,33.93,32.58
452.70,36.61,33.93,32.58
452.86,36.61,34.03,32.58
453.01,36.71,34.03,32.49
453.15,36.71,34.03,32.58
453.30,36.71,33.93,32.58
453.45,36.61,33.93,32.49
453.61,36.61,33.93,32.49
453.75,36.61,34.03,32.49
453.91,36.61,33.93,32.58
454.05,36.61,33.93,32.58
454.20,36.61,33.93,32.58
454.35,36.61,33.93,32.49
454.50,36.61,33.93,32.58
454.65,36.61,33.93,32.58
454.80,36.61,34.03,32.49
454.95,36.61,33.93,32.49
455.10,36.61,33.93,32.58
455.26,36.61,33.93,32.58
455.40,36.61,34.03,32.58
455.55,36.61,33.93,32.58
455.70,36.51,33.93,32.49
455.85,36.61,34.03,32.58
456.00,36.61,33.93,32.58
456.15,36.51,33.93,32.58
456.30,36.51,33.93,32.58
456.45,36.61,33.93,32.58
456.60,36.61,33.93,32.58
456.75,36.51,33.93,32.58
456.90,36.51,33.93,32.58
457.05,36.51,33.93,32.58
457.20,36.51,33.93,32.58
457.35,36.61,33.93,32.58
457.50,36.51,33.93,32.49
457.65,36.51,33.93,32.58
457.80,36.51,33.93,32.58
457.95,36.61,34.03,32.58
458.10,36.51,33.93,32.58
458.25,36.51,33.93,32.58
458.40,36.61,33.93,32.58
458.55,36.51,33.93,32.58
458.70,36.51,33.93,32.58
458.85,36.51,33.93,32.58
459.00,36.61,33.93,32.58
459.15,36.51,33.93,32.58
459.30,36.51,33.93,32.58
459.45,36.51,33.93,32.68
459.60,36.61,33.93,32.58
459.75,36.51,34.03,32.58
459.90,36.51,33.93,32.58
460.05,36.51,33.93,32.58
460.20,36.51,33.93,32.58
460.35,36.51,33.93,32.58
460.50,36.51,33.93,32.68
460.65,36.61,33.93,32.68
460.80,36.51,33.93,32.58
460.95,36.51,33.93,32.58
461.10,36.51,33.93,32.68
461.25,36.61,33.93,32.68
461.40,36.51,33.93,32.68
461.55,36.61,33.93,32.68
461.70,36.61,33.93,32.68
461.85,36.51,33.93,32.68
462.00,36.51,33.93,32.68
462.15,36.51,33.93,32.68
462.30,36.61,33.93,32.68
462.45,36.61,33.93,32.78
462.60,36.51,33.93,32.68
462.75,36.51,33.93,32.68
462.90,36.61,33.93,32.68
463.05,36.61,33.93,32.78
463.20,36.61,33.84,32.68
463.35,36.61,33.93,32.68
463.50,36.61,33.93,32.68
463.65,36.61,33.93,32.68
463.80,36.61,33.84,32.68
463.95,36.61,33.93,32.68
464.10,36.61,33.93,32.68
464.25,36.61,33.93,32.58
464.40,36.61,33.93,32.68
464.55,36.61,33.93,32.68
464.70,36.61,34.03,32.78
464.85,36.61,33.93,32.68
465.00,36.61,33.93,32.68
465.15,36.61,33.93,32.68
465.30,36.61,33.93,32.68
465.45,36.61,33.93,32.68
465.60,36.61,34.03,32.68
465.75,36.61,33.93,32.68
465.90,36.61,34.03,32.68
466.05,36.61,33.93,32.68
466.20,36.61,34.03,32.68
466.35,36.61,33.93,32.68
466.50,36.61,34.03,32.68
466.65,36.61,34.03,32.68
466.80,36.61,34.03,32.68
466.95,36.61,33.93,32.68
467.10,36.61,33.93,32.68
467.25,36.61,34.03,32.68
467.40,36.61,34.03,32.68
467.55,36.61,33.93,32.68
467.70,36.61,34.03,32.68
467.85,36.61,34.03,32.68
468.00,36.61,34.03,32.78
468.15,36.61,34.03,32.68
468.30,36.61,33.93,32.68
468.45,36.61,33.93,32.68
468.60,36.51,34.03,32.68
468.75,36.61,33.93,32.68
468.90,36.61,34.03,32.68
469.05,36.61,33.93,32.68
469.20,36.61,33.93,32.68
469.35,36.51,33.93,32.68
469.50,36.61,34.03,32.68
469.65,36.61,33.93,32.68
469.80,36.61,33.93,32.68
469.95,36.51,34.03,32.68
470.10,36.61,34.03,32.68
470.25,36.61,34.03,32.68
470.40,36.51,34.03,32.68
470.55,36.51,34.03,32.68
470.70,36.61,34.03,32.68
470.85,36.61,34.03,32.68
471.00,36.51,33.93,32.68
471.15,36.51,34.03,32.68
471.30,36.51,34.03,32.68
471.45,36.61,33.93,32.68
471.60,36.51,34.03,32.68
471.75,36.51,34.03,32.68
471.90,36.51,33.93,32.68
472.05,36.51,34.03,32.68
472.20,36.51,34.03,32.68
472.35,36.51,34.03,32.68
472.50,36.51,34.03,32.68
472.65,36.51,34.03,32.58
472.80,36.51,34.03,32.68
472.95,36.51,34.03,32.78
473.10,36.51,34.03,32.68
473.25,36.51,34.03,32.78
473.40,36.51,34.03,32.68
473.55,36.51,34.03,32.68
473.70,36.51,34.03,32.78
473.85,36.51,34.03,32.68
474.00,36.51,34.03,32.68
474.15,36.51,34.03,32.68
474.30,36.51,34.03,32.68
474.45,36.41,34.03,32.68
474.60,36.51,34.03,32.68
474.75,36.51,34.03,32.78
474.90,36.51,33.93,32.68
475.05,36.51,34.03,32.68
475.20,36.51,34.03,32.68
475.35,36.41,34.03,32.68
475.50,36.51,34.03,32.78
475.65,36.51,34.03,32.68
475.80,36.51,34.03,32.68
475.95,36.51,34.03,32.68
476.10,36.51,34.03,32.68
476.25,36.51,34.03,32.78
476.40,36.51,34.03,32.68
476.55,36.51,34.03,32.78
476.70,36.51,34.03,32.68
476.85,36.51,34.03,32.68
477.00,36.51,34.03,32.78
477.15,36.51,34.03,32.68
477.30,36.61,34.03,32.68
477.45,36.61,34.03,32.68
477.60,36.51,34.03,32.68
477.75,36.51,34.03,32.68
477.90,36.61,34.03,32.68
478.05,36.61,34.03,32.68
478.20,36.61,34.03,32.78
478.35,36.61,34.03,32.68
478.50,36.61,34.03,32.68
478.65,36.61,34.13,32.68
478.80,36.61,34.03,32.68
478.95,36.61,34.13,32.68
479.10,36.61,34.13,32.68
479.25,36.61,34.03,32.68
479.40,36.61,34.03,32.68
479.55,36.61,34.03,32.68
479.70,36.61,34.03,32.68
479.85,36.61,34.03,32.58
480.00,36.61,34.03,32.68
480.15,36.61,34.03,32.68
480.30,36.61,34.03,32.68
480.45,36.61,34.13,32.68
480.60,36.71,34.13,32.68
480.75,36.61,34.03,32.68
480.90,36.71,34.13,32.68
481.05,36.71,34.13,32.68
481.20,36.71,34.03,32.68
481.35,36.71,34.13,32.68
481.50,36.71,34.13,32.68
481.65,36.71,34.13,32.68
481.80,36.71,34.13,32.58
481.95,36.71,34.03,32.58
482.10,36.71,34.03,32.68
482.25,36.71,34.13,32.68
482.40,36.71,34.03,32.68
482.55,36.71,34.13,32.68
482.70,36.71,34.13,32.58
482.85,36.71,34.03,32.68
483.00,36.71,34.13,32.68
483.14,36.71,34.13,32.58
483.30,36.71,34.03,32.58
483.45,36.71,34.13,32.68
483.60,36.71,34.13,32.58
483.75,36.71,34.03,32.68
483.89,36.71,34.03,32.58
484.05,36.71,34.13,32.68
484.20,36.71,34.13,32.58
484.34,36.71,34.13,32.68
484.50,36.71,34.13,32.58
484.64,36.71,34.03,32.68
484.80,36.71,34.13,32.68
484.94,36.71,34.13,32.68
485.10,36.71,34.13,32.58
485.24,36.82,34.13,32.68
485.39,36.71,34.03,32.68
485.54,36.71,34.13,32.68
485.69,36.82,34.13,32.68
485.84,36.82,34.13,32.68
485.99,36.71,34.03,32.68
486.14,36.82,34.13,32.68
486.29,36.71,34.13,32.68
486.45,36.71,34.13,32.68
486.59,36.71,34.13,32.68
486.74,36.71,34.13,32.68
486.89,36.71,34.13,32.68
487.04,36.82,34.13,32.68
487.19,36.82,34.13,32.68
487.34,36.71,34.13,32.68
487.49,36.82,34.13,32.68
487.64,36.82,34.13,32.68
487.79,36.82,34.13,32.58
487.94,36.82,34.13,32.68
488.09,36.82,34.13,32.68
488.24,36.82,34.13,32.68
488.39,36.82,34.13,32.58
488.54,36.82,34.13,32.68
488.69,36.82,34.13,32.68
488.84,36.82,34.13,32.68
488.99,36.82,34.13,32.68
489.14,36.82,34.13,32.68
489.29,36.82,34.13,32.58
489.44,36.82,34.13,32.68
489.59,36.82,34.13,32.68
489.74,36.82,34.13,32.68
489.89,36.82,34.13,32.58
490.04,36.82,34.13,32.68
490.19,36.82,34.13,32.68
490.34,36.82,34.13,32.68
490.49,36.82,34.13,32.68
490.64,36.82,34.13,32.68
490.79,36.82,34.13,32.58
490.94,36.82,34.13,32.58
491.09,36.82,34.13,32.68
491.24,36.82,34.13,32.68
491.39,36.82,34.13,32.68
491.54,36.82,34.13,32.68
491.69,36.82,34.13,32.68
491.84,36.82,34.13,32.68
491.99,36.82,34.13,32.68
492.14,36.82,34.13,32.68
492.29,36.82,34.13,32.68
492.44,36.92,34.13,32.68
492.59,36.82,34.13,32.68
492.74,36.82,34.13,32.68
492.89,36.82,34.13,32.68
493.04,36.82,34.13,32.68
493.19,36.92,34.13,32.78
493.34,36.82,34.13,32.58
493.49,36.82,34.13,32.68
493.64,36.92,34.13,32.68
493.79,36.82,34.23,32.68
493.94,36.92,34.13,32.68
494.09,36.82,34.13,32.68
494.24,36.92,34.13,32.68
494.39,36.82,34.13,32.68
494.54,36.92,34.13,32.68
494.69,36.82,34.23,32.68
494.84,36.92,34.13,32.68
494.99,36.92,34.13,32.68
495.14,36.92,34.13,32.68
495.29,36.82,34.23,32.68
495.44,36.82,34.23,32.68
495.59,36.82,34.23,32.68
495.74,36.92,34.13,32.78
495.89,36.82,34.23,32.68
496.04,36.92,34.23,32.68
496.19,36.82,34.23,32.58
496.34,36.92,34.13,32.68
496.49,36.92,34.13,32.68
496.64,36.92,34.13,32.68
496.79,36.92,34.23,32.68
496.94,36.92,34.13,32.68
497.09,36.92,34.13,32.68
497.24,36.92,34.13,32.68
497.39,36.92,34.23,32.68
497.54,36.92,34.13,32.68
497.69,36.82,34.13,32.68
497.84,36.92,34.13,32.68
497.99,36.92,34.23,32.68
498.14,36.92,34.13,32.68
498.29,36.92,34.13,32.68
498.44,36.92,34.13,32.68
498.59,36.92,34.13,32.68
498.74,36.92,34.13,32.68
498.89,36.92,34.13,32.68
499.04,36.92,34.13,32.78
499.19,36.92,34.13,32.68
499.34,36.92,34.23,32.78
499.49,36.92,34.13,32.68
499.64,36.92,34.23,32.78
499.79,36.92,34.13,32.78
499.94,36.92,34.23,32.68
500.09,36.92,34.23,32.78
500.24,36.92,34.23,32.78
500.39,36.92,34.13,32.78
500.54,36.92,34.23,32.78
500.69,36.82,34.23,32.78
500.84,36.92,34.13,32.68
500.99,36.92,34.13,32.78
501.14,36.92,34.23,32.78
501.29,36.92,34.23,32.78
501.44,36.92,34.23,32.78
501.59,36.92,34.13,32.78
501.74,36.92,34.13,32.78
501.89,36.92,34.23,32.78
502.04,36.92,34.23,32.78
502.19,36.92,34.23,32.78
502.34,36.92,34.13,32.78
502.49,36.92,34.23,32.78
502.64,36.82,34.23,32.78
502.79,36.92,34.23,32.78
502.94,36.92,34.13,32.78
503.09,36.92,34.23,32.78
503.24,36.92,34.23,32.78
503.39,36.92,34.23,32.78
503.54,36.92,34.23,32.78
503.69,36.92,34.13,32.78
503.84,36.92,34.23,32.78
503.99,36.92,34.23,32.68
504.14,36.92,34.23,32.68
504.29,36.92,34.23,32.78
504.44,36.82,34.23,32.78
504.59,36.92,34.23,32.78
504.74,36.92,34.13,32.78
504.89,36.92,34.23,32.87
505.04,36.92,34.23,32.78
505.19,36.92,34.23,32.78
505.34,36.92,34.23,32.78
505.49,36.92,34.23,32.68
505.64,36.92,34.23,32.78
505.79,36.92,34.23,32.78
505.94,36.92,34.23,32.78
506.09,36.92,34.23,32.78
506.24,36.92,34.23,32.87
506.39,37.02,34.23,32.78
506.54,36.92,34.23,32.78
506.69,36.92,34.23,32.78
506.84,36.92,34.23,32.78
506.99,36.92,34.23,32.78
507.14,36.92,34.23,32.78
507.29,36.92,34.23,32.78
507.44,36.92,34.23,32.78
507.59,36.92,34.23,32.78
507.74,36.92,34.23,32.78
507.89,36.92,34.23,32.78
508.04,36.92,34.23,32.68
508.19,36.92,34.13,32.78
508.34,36.92,34.13,32.78
508.49,36.92,34.23,32.78
508.64,36.92,34.13,32.78
508.79,36.92,34.13,32.78
508.94,36.92,34.13,32.78
509.09,36.82,34.23,32.78
509.24,36.82,34.23,32.78
509.39,36.92,34.13,32.78
509.54,36.92,34.23,32.78
509.69,36.92,34.23,32.78
509.84,36.92,34.23,32.78
509.99,36.92,34.23,32.78
510.14,36.92,34.23,32.78
510.29,36.92,34.13,32.78
510.44,36.92,34.23,32.78
510.59,36.82,34.23,32.78
510.74,36.92,34.23,32.87
510.89,36.92,34.13,32.87
511.04,36.92,34.23,32.78
511.19,36.92,34.23,32.78
511.34,36.92,34.23,32.78
511.49,36.92,34.23,32.87
511.64,36.92,34.23,32.87
511.79,36.92,34.23,32.78
511.94,36.92,34.23,32.78
512.09,36.92,34.23,32.78
512.24,36.92,34.13,32.78
512.39,36.92,34.23,32.87
512.54,36.92,34.23,32.78
512.69,36.92,34.23,32.78
512.84,36.92,34.23,32.87
512.99,36.92,34.23,32.87
513.14,36.92,34.23,32.87
513.29,36.92,34.23,32.78
513.44,36.92,34.23,32.87
513.59,36.92,34.23,32.87
513.73,36.92,34.23,32.87
513.89,36.92,34.23,32.87
514.03,36.92,34.23,32.78
514.19,36.92,34.23,32.87
514.34,36.92,34.23,32.87
514.48,36.82,34.23,32.87
514.64,36.92,34.23,32.87
514.78,36.92,34.23,32.87
514.94,36.92,34.23,32.87
515.09,36.82,34.23,32.87
515.23,36.92,34.23,32.78
515.39,36.82,34.23,32.87
515.53,36.92,34.23,32.87
515.69,36.82,34.23,32.87
515.83,36.92,34.33,32.87
515.98,36.92,34.23,32.87
516.13,36.82,34.23,32.87
516.28,36.92,34.23,32.87
516.43,36.92,34.23,32.87
516.59,36.82,34.23,32.87
516.73,36.92,34.23,32.87
516.88,36.82,34.23,32.87
517.03,36.82,34.23,32.87
517.18,36.82,34.23,32.87
517.34,36.82,34.23,32.87
517.48,36.82,34.23,32.87
517.64,36.92,34.23,32.87
