temps,ACTU,MILIEU,LASER,LASER_ESTIME,TENSION_ACTU,TENSION_MILIEU,TENSION_LASER,DUTY CYCLE,STABILITE
768.0,19.252,20.472,21.125,20.87,2.819,2.751,2.714,754.0,0.0
770.0,19.186,20.472,21.038,20.863,2.822,2.751,2.719,752.0,0.0
772.0,19.165,20.364,21.016,20.847,2.824,2.757,2.72,779.0,0.0
774.0,19.056,20.385,21.038,20.834,2.83,2.756,2.719,771.0,0.0
776.0,19.143,20.364,21.016,20.821,2.825,2.757,2.72,774.0,0.0
778.0,19.165,20.385,20.95,20.811,2.824,2.756,2.724,767.0,0.0
780.0,19.165,20.364,21.016,20.8,2.824,2.757,2.72,771.0,0.0
782.0,19.165,20.343,21.016,20.789,2.824,2.758,2.72,774.0,0.0
784.0,19.186,20.322,20.995,20.776,2.822,2.759,2.722,778.0,0.0
786.0,19.186,20.409,20.995,20.773,2.822,2.754,2.722,753.0,0.0
788.0,19.143,20.346,20.999,20.764,2.825,2.758,2.721,768.0,0.0
790.0,19.186,20.3,20.932,20.752,2.822,2.76,2.725,778.0,0.0
792.0,19.186,20.213,20.911,20.734,2.822,2.765,2.726,799.0,0.0
794.0,19.207,20.213,20.953,20.718,2.821,2.765,2.724,797.0,1.0
796.0,19.119,20.3,20.953,20.711,2.826,2.76,2.724,772.0,1.0
798.0,19.186,20.258,20.89,20.701,2.822,2.763,2.727,781.0,1.0
800.0,19.207,20.258,20.89,20.692,2.821,2.763,2.727,780.0,1.0
802.0,19.228,20.279,20.89,20.685,2.82,2.761,2.727,773.0,1.0
804.0,19.228,20.258,20.89,20.678,2.82,2.763,2.727,777.0,1.0
806.0,19.14,20.171,20.89,20.663,2.825,2.767,2.727,798.0,1.0
808.0,19.161,20.192,20.89,20.652,2.824,2.766,2.727,791.0,1.0
810.0,19.161,20.171,20.869,20.64,2.824,2.767,2.729,794.0,1.0
812.0,19.249,20.171,20.869,20.63,2.819,2.767,2.729,793.0,1.0
814.0,19.161,20.237,20.781,20.626,2.824,2.764,2.733,774.0,1.0
816.0,19.249,20.195,20.827,20.619,2.819,2.766,2.731,783.0,1.0
818.0,19.312,20.216,20.827,20.614,2.815,2.765,2.731,777.0,1.0
820.0,19.203,20.216,20.872,20.61,2.821,2.765,2.728,775.0,1.0
822.0,19.291,20.216,20.785,20.606,2.817,2.765,2.733,774.0,1.0
824.0,19.357,20.195,20.743,20.601,2.813,2.766,2.736,778.0,1.0
826.0,19.228,20.216,20.676,20.598,2.82,2.765,2.739,772.0,1.0
828.0,19.186,20.174,20.743,20.592,2.822,2.767,2.736,782.0,1.0
830.0,19.098,20.195,20.785,20.588,2.827,2.766,2.733,775.0,1.0
832.0,19.165,20.153,20.743,20.581,2.824,2.768,2.736,785.0,1.0
834.0,19.119,20.153,20.743,20.574,2.826,2.768,2.736,783.0,1.0
836.0,19.228,20.174,20.722,20.57,2.82,2.767,2.737,777.0,1.0
838.0,19.228,20.132,20.7,20.563,2.82,2.77,2.738,786.0,1.0
840.0,19.207,20.066,20.722,20.551,2.821,2.773,2.737,802.0,1.0
842.0,19.14,20.087,20.634,20.542,2.825,2.772,2.742,795.0,1.0
844.0,19.207,20.153,20.634,20.54,2.821,2.768,2.742,777.0,1.0
846.0,19.207,20.111,20.592,20.534,2.821,2.771,2.744,787.0,1.0
848.0,19.249,20.132,20.7,20.53,2.819,2.77,2.738,780.0,1.0
850.0,19.207,20.111,20.7,20.525,2.821,2.771,2.738,784.0,1.0
852.0,19.098,20.111,20.7,20.521,2.827,2.771,2.738,783.0,1.0
854.0,19.077,20.044,20.7,20.511,2.828,2.775,2.738,799.0,1.0
856.0,19.165,20.066,20.634,20.504,2.824,2.773,2.742,793.0,1.0
